UniqueCount	AmbigCount
0	0
0	0
0	3
59	38
0	10
0	144
0	109
0	144
0	118
0	144
0	141
0	141
0	109
0	142
0	117
9	40
5359	0
61	62
11	70
1	24
4	8
0	8
1	8
0	1
0	15
3	15
67	151
97	151
15	52
4	48
15	22
2	35
0	623
0	593
0	532
0	502
9	0
0	50
0	48
0	43
7	50
0	47
4	37
0	10
0	7
0	8
0	4
0	2
0	2
0	0
0	1
0	1
1	1
0	0
0	5
1	5
4	0
0	0
1	0
1	1174
1	1011
1	803
0	1011
0	1085
5	446
592	0
0	0
8	593
0	596
22	626
1	379
3	414
2	318
0	337
0	313
3	235
0	120
1	77
1	78
5	97
0	10
0	31
20	3
2	10
0	6
5	9
0	9
0	1
0	9
4	1
114	334
1	280
2	82
131	40
4	40
0	372
0	371
0	295
0	276
0	488
0	294
9	235
0	370
1	308
0	274
0	440
0	366
1	343
0	121
0	113
0	184
2	105
0	40
0	69
0	61
0	61
77	187
0	43
1	35
0	30
6	2
0	4
59	9
6	9
16	0
1	392
11	397
0	170
1	84
0	82
6	3
0	6
0	6
2	6
52	874
22	872
3	872
12	868
70	1009
1	789
1	642
234	1005
3	708
55	240
10	91
6	50
740	556
17	13
56	554
0	10
0	10
0	12
0	14
0	6
0	0
0	3
3	30
11	33
0	0
10	50
0	0
699	427
429	1595
99	1390
0	1519
0	1519
1	130
7	1
0	1
7	0
1099	130
334	133
46	0
1	183
0	216
0	161
0	210
1	196
0	14
0	201
0	13
1	145
0	22
0	206
0	13
1	170
1	141
0	149
3	8
5	31
0	2
0	0
7	6
7	2
0	2
0	6
0	3
0	1
2	1512
0	1352
1	1202
31	1218
4	1375
0	1172
0	1172
0	1172
3	102
0	677
3	667
30	992
6	830
2	806
0	665
0	864
2	908
0	936
0	790
9	117
4	3
3	118
84	251
38	581
8	582
4	476
10	334
0	2
1	150
1	44
1	91
53	2505
0	2474
144	3012
5	450
0	669
3	228
0	0
0	0
5	5
0	5
0	0
0	1
0	0
0	1
2	1
0	0
0	9
2	15
0	8
0	9
0	9
0	13
1	15
1	7
0	7
0	0
56	367
3	80
2	10
4	333
1	55
9	311
0	60
1	77
1	66
4	77
2	69
3	59
1	83
0	74
0	54
0	53
0	28
0	181
0	35
1	64
0	73
0	32
0	50
0	71
0	25
17	36
1896	0
1	181
11	181
54	41
17	42
3	5
5	736
0	135
17	1032
0	276
12	694
2	234
133	445
74	325
0	305
2	336
0	311
3	60
0	6
6	3
1	3
3	1
4	13
0	13
0	13
0	12
0	339
1	267
1	116
0	274
1	19
0	19
2	94
10	45
4	0
0	2
0	2
4	2
0	2
0	2
2	2
0	0
0	159
0	155
8	171
0	155
0	37
1	168
