	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000186092|OR4F5	0.045993294294978	0.390917939107567	7.44926994787085	0.0524773490346258	0.958148343313138	NA
ENSG00000284733|OR4F29	2.47340779847797	0.0925965716935344	1.97496073858425	0.046885272139593	0.962604666315336	0.980770620792169
ENSG00000187634|SAMD11	366.899683147679	-0.757983688296679	0.298772543755425	-2.53699245174671	0.0111809364887641	0.0631316992259917
ENSG00000188976|NOC2L	6892.40469276094	-0.506032402731047	0.247467460943712	-2.04484420214804	0.0408702203796031	0.139649700210582
ENSG00000187961|KLHL17	177.994949455803	-0.102675536268595	0.246647598828772	-0.416284353693927	0.677201940333274	0.804541797628438
ENSG00000187583|PLEKHN1	14.6698813010925	-1.97355919999975	0.740799704469533	-2.66409285545405	0.00771962507867315	0.0506976253072003
ENSG00000187642|PERM1	24.9879478724247	-2.31302716817512	0.548175098677837	-4.21950426743935	2.44840088927758e-05	0.00130155032575483
ENSG00000188290|HES4	314.579408730954	0.28387761782258	0.241582144222896	1.17507698565942	0.239963917171956	0.42607990089876
ENSG00000187608|ISG15	80.2357001990731	-0.127692002765728	0.40169792464329	-0.317880663384356	0.750575460801913	0.852876888665293
ENSG00000188157|AGRN	880.23527198852	-0.813943736080903	0.372391962587669	-2.18571778624057	0.028836258809713	0.113138566886658
ENSG00000237330|RNF223	9.12269719743193	-0.967618825166356	0.822712853879952	-1.17613189170805	0.239542175592519	0.425764340860594
ENSG00000131591|C1orf159	110.230884260377	-0.379972969796616	0.27678370082915	-1.37281555473948	0.169809693869706	0.342199923102314
ENSG00000162571|TTLL10	7.26975793262994	-2.69602511321254	0.913757038925006	-2.95048355127781	0.00317276937932014	0.0296819125528703
ENSG00000186891|TNFRSF18	10.8468510657258	-2.62369038590543	0.913395502265986	-2.87245818421098	0.00407291976546179	0.0344996050290366
ENSG00000186827|TNFRSF4	2.65711022542337	-1.03569687645994	1.63266898990882	-0.634358147831166	0.525847116342736	0.691366175716031
ENSG00000078808|SDF4	1954.26350571026	-0.743099202026345	0.292360529255017	-2.54172204407991	0.0110307856471679	0.0626672072426736
ENSG00000176022|B3GALT6	807.575149930686	0.140450185469323	0.14845563755916	0.94607512236343	0.344110271535722	0.53417592403054
ENSG00000184163|C1QTNF12	2.12993335812722	-0.421073534587769	1.84829094560367	-0.227817777060116	0.819787905972666	0.894117784269263
ENSG00000160087|UBE2J2	942.508394021812	-0.436690734530177	0.179363692410994	-2.43466628424187	0.0149055294370431	0.075296400556428
ENSG00000162572|SCNN1D	46.5983617562268	-1.66173696465772	0.434395246284263	-3.82540319875025	0.000130558228965624	0.00402932254941642
ENSG00000131584|ACAP3	569.639580347467	-0.0851011371670837	0.203353650700468	-0.41848836681292	0.675590090253755	0.803565089171079
ENSG00000169972|PUSL1	216.231555105956	0.576537022303801	0.186592265150585	3.0898227310683	0.00200275989863848	0.0225027454052041
ENSG00000127054|INTS11	911.140701947395	-0.0540014067086942	0.26764621876519	-0.201764130865867	0.840101124233302	0.906336647989048
ENSG00000224051|CPTP	114.83325023337	-0.254331513645175	0.36107919347148	-0.704364910090738	0.481205552594363	0.655213454073586
ENSG00000169962|TAS1R3	21.4440091909016	-0.654631516029993	0.537393423009984	-1.21816063985925	0.223162933697973	0.406037386707201
ENSG00000107404|DVL1	614.124260225176	-0.555496679643734	0.31341799483381	-1.77238285229374	0.0763310263050003	0.206439573991332
ENSG00000162576|MXRA8	16.4790813770062	-1.76465451569245	0.648472849920177	-2.72124656554189	0.00650362323285259	0.0454032288603371
ENSG00000175756|AURKAIP1	1122.41637628036	-0.536563948943901	0.252341587374616	-2.12633975448264	0.0334749801596727	0.124161054528745
ENSG00000221978|CCNL2	1735.95784937169	0.125191912656788	0.128288579185786	0.975861713110772	0.329132997551804	0.518803935718883
ENSG00000242485|MRPL20	1651.38443076828	0.373657234172608	0.0957658068627836	3.90178129766083	9.5487411990113e-05	0.00329512151460396
ENSG00000235098|ANKRD65	21.9139748959988	-1.85185162837402	0.633725664919314	-2.92216605841551	0.00347606155671112	0.0314132259022783
ENSG00000205116|TMEM88B	1.79465246647543	0.681362281971297	1.99489694365468	0.341552622123442	0.732687597103611	NA
ENSG00000179403|VWA1	92.8719590166189	-0.90550416238662	0.316651509269589	-2.85962370580617	0.00424143956805926	0.0353604622908997
ENSG00000215915|ATAD3C	16.1633095991559	-1.52535253494607	0.673396583101346	-2.26516227320462	0.0235027233329788	0.0992584143123274
ENSG00000160072|ATAD3B	1138.40857778535	-0.294222439967375	0.221370987273238	-1.32909214342626	0.183817571985406	0.359481590741903
ENSG00000197785|ATAD3A	2845.26836473847	-0.372841339689263	0.181817836707957	-2.05063126060693	0.0403028696981995	0.138465456764009
ENSG00000205090|TMEM240	23.3970395108166	-2.20392990226335	0.65802409729166	-3.34931488274432	0.000810116702388081	0.0129388701626613
ENSG00000160075|SSU72	1985.51116063484	0.0137204747770131	0.139849613779852	0.0981087784669298	0.921845916949281	0.955871883880544
ENSG00000228594|FNDC10	66.534552241674	-0.279355311013762	0.309741220338458	-0.901899045624302	0.367110498392044	0.55533398892062
ENSG00000197530|MIB2	488.889624083368	-1.02795415289678	0.3513498797434	-2.92572792012202	0.00343651343195678	0.0311787912746331
ENSG00000189409|MMP23B	31.6134411403793	-1.61166023315195	0.472481839688226	-3.41105223052685	0.000647126939860461	0.0113817799519329
ENSG00000248333|CDK11B	1947.74485915431	-0.712226816819135	0.226331514346173	-3.14683007744907	0.00165050850164161	0.0198510055598175
ENSG00000189339|SLC35E2B	776.17598406539	0.589236436655868	0.139830691779302	4.21392778050383	2.50967563860681e-05	0.00132038283622833
ENSG00000008128|CDK11A	931.065412896472	-0.581765628982972	0.197477132080303	-2.94598986148128	0.0032192295176698	0.0299017247135292
ENSG00000215790|SLC35E2A	253.787734326081	0.519389466180558	0.240434611337028	2.16021089181917	0.0307563473672353	0.117928170156087
ENSG00000008130|NADK	1034.29886459202	-0.176054650247351	0.172999339643665	-1.01766082234752	0.308839171788663	0.499968560267929
ENSG00000078369|GNB1	4225.49205701463	0.207008943390481	0.102085862183947	2.02779247744879	0.0425814324474917	0.14319348837909
ENSG00000169885|CALML6	2.18728080886738	-1.56503593591218	1.51455593805089	-1.03332989993506	0.301449539339516	0.49234249775102
ENSG00000178821|TMEM52	11.7395522662058	-1.62571354823649	0.713157863333701	-2.2795984337002	0.0226315159464913	0.0968910050165808
ENSG00000142609|CFAP74	7.37111803107985	-0.871048630070676	1.02412202491374	-0.850532074187194	0.395029335978162	0.581174208364345
ENSG00000187730|GABRD	25.7421950510556	0.0724377322995221	0.480671956872446	0.15070097446676	0.880211604501533	0.93180639132256
ENSG00000067606|PRKCZ	614.275285780922	0.0135685099260318	0.156742407301596	0.086565659923316	0.931016762809969	0.96134342461225
ENSG00000162585|FAAP20	206.025011464622	-0.392541761430183	0.2568075576614	-1.52854442838379	0.126377421494331	0.282982157549503
ENSG00000157933|SKI	2628.93273420395	-0.12834947777151	0.178992886197477	-0.717064686190409	0.473334184193867	0.64925176107833
ENSG00000116151|MORN1	387.680463717289	-0.260641135664926	0.199046281342703	-1.30944991238583	0.190381993723485	0.367182787299739
ENSG00000157916|RER1	1571.1239354321	0.399326909685751	0.122200004632168	3.26781419434277	0.00108381492969191	0.0154022248522768
ENSG00000157911|PEX10	622.940416206059	0.11646845324178	0.173796318117465	0.670143386829759	0.502766389165789	0.67182009865083
ENSG00000149527|PLCH2	28.4804667652366	-2.15762662127326	0.527352920570726	-4.09142822028591	4.28724649068981e-05	0.00191602434011511
ENSG00000157881|PANK4	609.234397353983	0.0571860281998558	0.193773381314526	0.295118079748185	0.767903678847502	0.864102949567184
ENSG00000197921|HES5	4.90191705740594	-0.14196788879784	1.16254290258032	-0.122118408260663	0.902805243307051	0.94585541333575
ENSG00000157873|TNFRSF14	15.3934400957275	-3.26980261476016	0.745253457169469	-4.38750412132153	1.14658821761955e-05	0.000794692520152669
ENSG00000157870|PRXL2B	312.254802230604	-0.886082227805173	0.312770093179866	-2.83301455966127	0.00461112856844108	0.0372035109480046
ENSG00000142606|MMEL1	2.69179568060492	-2.98265757006774	1.76397141791137	-1.69087635988986	0.0908604192005092	0.230383487345021
ENSG00000215912|TTC34	43.4471864983317	-1.35581064011667	0.365930912415736	-3.70510004515914	0.000211307312720813	0.00554791928438897
ENSG00000169717|ACTRT2	6.22760615146202	-1.995539398401	0.955911501737492	-2.08757755793696	0.0368359581493334	0.13195921319506
ENSG00000142611|PRDM16	368.254971969493	-0.279962330254835	0.218022202855516	-1.28410008975264	0.199106936668129	0.378198046632472
ENSG00000130762|ARHGEF16	126.377578675461	-0.976786995861615	0.388491616247132	-2.51430649983512	0.0119266731239945	0.0655273421223675
ENSG00000162591|MEGF6	50.5842417580676	-0.998031532790392	0.406693863028028	-2.45401178507975	0.0141272351463648	0.0730338765136186
ENSG00000158109|TPRG1L	409.445795601446	-0.374722869570541	0.224934667579761	-1.66591870253911	0.095729607987152	0.238260681352076
ENSG00000116213|WRAP73	616.172695018879	0.261925926578555	0.182697367998807	1.43366009837791	0.151669284153553	0.318869763738353
ENSG00000078900|TP73	412.613288509336	-0.663163785668422	0.287853700178698	-2.30382234189359	0.0212326184305063	0.0930356120192317
ENSG00000162592|CCDC27	7.3008678937312	-1.57870350133657	0.995693468630661	-1.58553164309464	0.112845593336471	0.263096358357765
ENSG00000235169|SMIM1	4.03314677789299	-1.69723935970701	1.20769273704501	-1.40535693197909	0.159915166751619	0.329935971563601
ENSG00000130764|LRRC47	1104.70301818634	-0.15790985313182	0.13651986581235	-1.15668040099652	0.247402959943817	0.434389246006978
ENSG00000116198|CEP104	944.45987780542	0.0496953349697388	0.110951492137112	0.447901456866629	0.654224316925714	0.788356206862671
ENSG00000169598|DFFB	290.138163378423	0.384428100824821	0.17979215850917	2.13818057479528	0.0325020903284886	0.122187242358788
ENSG00000198912|C1orf174	380.357580795955	0.196320834184945	0.169120710420786	1.16083260114319	0.245709982247932	0.432707982841882
ENSG00000196581|AJAP1	11.7537731487921	-2.4975666019145	0.77176801583178	-3.23616235796287	0.00121148455530498	0.016527316823289
ENSG00000131697|NPHP4	329.112066798471	0.180179480301606	0.255321111719735	0.705697539416125	0.480376251490751	0.65452014540893
ENSG00000069424|KCNAB2	175.332119453204	-0.906222389312711	0.281799938559719	-3.21583600743286	0.00130065133961949	0.0172947209662585
ENSG00000116254|CHD5	119.174065603987	-1.11713448635258	0.295304616268342	-3.78299025754968	0.000154955481867638	0.00449398371792368
ENSG00000285629|AL031847.2	58.5668437867063	-0.484251216227663	0.787873020558764	-0.614631042809702	0.538798408787452	0.70115976619274
ENSG00000116251|RPL22	12600.3534901688	-0.00739465840603351	0.206124297524626	-0.0358747537036485	0.971382226531527	0.98511371314875
ENSG00000158286|RNF207	45.0903343547642	0.58637823146703	0.36172040103866	1.62108144794509	0.105000172172133	0.251720330678525
ENSG00000116237|ICMT	3290.05799967193	0.44929900717001	0.144888119478894	3.1010065475759	0.0019286402594671	0.021978285886844
ENSG00000173673|HES3	2.14203741592023	0.623256452543442	1.74989767731907	0.356167369453454	0.721715227127241	0.83457730435633
ENSG00000158292|GPR153	113.590566540201	-0.731225473407332	0.371090561111257	-1.97047715581238	0.0487837105847409	0.156063984751537
ENSG00000097021|ACOT7	1489.95014310112	0.366345794040096	0.178494199686692	2.05242408259281	0.0401284660605637	0.138185540916345
ENSG00000069812|HES2	22.5774284834752	-0.78549501149394	0.47728529693429	-1.64575572836488	0.0998140603963299	0.243753148089395
ENSG00000187017|ESPN	17.1943665720598	-0.983897810177345	0.533767857534475	-1.84330659159969	0.0652842592871275	0.186916616341597
ENSG00000215788|TNFRSF25	19.0779722464718	-0.837217948604637	0.529922889406699	-1.57988636713161	0.114132891829473	0.265331397335799
ENSG00000171680|PLEKHG5	143.865660525286	-0.969587513974613	0.260065172157742	-3.72824821536085	0.00019281541956109	0.00528288411685218
ENSG00000162408|NOL9	2138.00611089525	0.775147304568038	0.269387634328704	2.87744204183556	0.00400913549700827	0.0341549111065439
ENSG00000173662|TAS1R1	4.8454189707401	-0.119295884902498	0.95496239843203	-0.12492207556902	0.900585241493196	0.944650044575106
ENSG00000204859|ZBTB48	531.163699057224	-0.575424645553072	0.232678476607136	-2.47304629952793	0.0133966785848095	0.0707261331315545
ENSG00000162413|KLHL21	1180.47651727518	-0.122477000913761	0.179277161897307	-0.683171239535339	0.494498643872107	0.664935459309039
ENSG00000116273|PHF13	605.873623846656	0.171286560784073	0.161676996448787	1.05943680638779	0.289400894696878	0.479948335654145
ENSG00000041988|THAP3	330.537961474807	-0.69436366327605	0.290701049512758	-2.38858326944422	0.0169134750319516	0.0814166306938292
ENSG00000007923|DNAJC11	2397.22950045709	-0.421010179765108	0.191404737976109	-2.19958076386624	0.027836653209595	0.110477167726842
ENSG00000171735|CAMTA1	777.282862856501	-0.383289810034541	0.231528248616535	-1.65547751656585	0.0978276734289356	0.241025343316328
ENSG00000049245|VAMP3	1151.28425830618	0.686499874332318	0.243912994023698	2.81452768467767	0.00488489699044881	0.0384515207279938
ENSG00000049246|PER3	61.9312483386801	0.130686247097621	0.295032076007238	0.442956063849867	0.6577975145206	0.790681506835203
ENSG00000049247|UTS2	0.670379868335542	1.26352747525434	3.14923118428248	0.40121775802313	0.688259807577634	NA
ENSG00000049249|TNFRSF9	5.25090448508212	-0.759426738400189	1.15683960245157	-0.656466753723519	0.511523852054771	0.679686004232582
ENSG00000116288|PARK7	5085.43677148631	-0.0648703679397106	0.140808220120514	-0.460700148643237	0.645013748360612	0.78209351108185
ENSG00000116285|ERRFI1	586.093763188373	0.169545191405329	0.202501049287823	0.837255866088612	0.402448761160672	0.587021079570636
ENSG00000162426|SLC45A1	6.85029587018366	-2.89046064399356	1.03152704423848	-2.80211814138855	0.00507682783431163	0.0391269032972648
ENSG00000142599|RERE	2218.07345864479	-0.243305921059202	0.183884318249371	-1.32314665750479	0.185786611160659	0.361861347791724
ENSG00000074800|ENO1	26346.7659834106	0.201083377491233	0.133591252069441	1.50521366014827	0.132269154296697	0.291227158006605
ENSG00000131686|CA6	0.319409927065389	0.805030592689089	6.57222498813479	0.122489810397918	0.902511115350915	NA
ENSG00000197241|SLC2A7	1.02015716200168	-5.18123866986426	2.89298980477209	-1.79096333534173	0.0732991788681696	NA
ENSG00000142583|SLC2A5	8.32973460357777	-2.17314532144093	0.875905842077262	-2.48102617547017	0.0131004752510177	0.0696913736651535
ENSG00000180758|GPR157	78.7288159527802	0.584978132829673	0.294498102850469	1.98635620116947	0.04699378629326	0.152262455917343
ENSG00000049239|H6PD	460.399560899612	0.0531651391349448	0.198417355631115	0.267946011909292	0.788740875790839	0.876218045728793
ENSG00000171621|SPSB1	201.926476041218	-0.144804392242662	0.238113159037549	-0.608132674514755	0.543099482838422	0.704680319500465
ENSG00000171612|SLC25A33	582.83157597561	0.135144419182832	0.171735121595325	0.786935240313194	0.431319776841855	0.611489931173297
ENSG00000188807|TMEM201	863.120144527377	-0.0432874873426175	0.2333113115122	-0.185535313577601	0.852809184825742	0.91459479649847
ENSG00000171608|PIK3CD	64.7892109805366	-0.353376456430099	0.286980598287297	-1.23136009381489	0.218188215323227	0.400405981387055
ENSG00000171603|CLSTN1	2206.82989658402	-0.0986345572123829	0.128941073448449	-0.764958399790407	0.444296316705941	0.623005130935198
ENSG00000178585|CTNNBIP1	143.01708404844	-0.182071565393016	0.23024455536178	-0.790774683496552	0.429075485767227	0.609461836477689
ENSG00000162441|LZIC	712.75380348461	-0.172262126984952	0.157219924492107	-1.09567618443679	0.273220508492435	0.462684321090253
ENSG00000173614|NMNAT1	136.001866281293	-0.0518723003552988	0.218107641592622	-0.237828899421072	0.812013803176746	0.889804366487709
ENSG00000162444|RBP7	26.4029047946125	-0.67531810229365	0.501066960449574	-1.34776019094879	0.177735525637801	0.351665657778821
ENSG00000130939|UBE4B	1263.92367651388	0.405467497551765	0.139445466799685	2.9077137239192	0.00364081463259445	0.0321443291979147
ENSG00000054523|KIF1B	2607.6201986679	0.290312243984337	0.140322124739054	2.06889857550411	0.0385556052990658	0.135188432127935
ENSG00000142657|PGD	6467.59822197922	0.0751327866739131	0.0917999138803302	0.818440709779486	0.413105584153314	0.596212166994321
ENSG00000251503|CENPS-CORT	32.9690522465218	0.0438702215771165	0.559564672751614	0.0784006276904298	0.937509374244803	0.965426897162065
ENSG00000175279|CENPS	352.841917547057	-0.217084000535665	0.177231810921376	-1.22485912324153	0.220628304098151	0.402949661694223
ENSG00000241563|CORT	3.76023058398883	1.43905442738874	1.36940919397391	1.05085786901483	0.293323872853953	0.484147183478518
