	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000186092|OR4F5	0.045993294294978	-1.05325411514958	5.267538927386	-0.199951842723686	0.841518244405284	NA
ENSG00000284733|OR4F29	2.47340779847797	0.491194629647519	1.53414393668038	0.320175061741846	0.748835626782847	NA
ENSG00000187634|SAMD11	366.899683147679	0.624133800471351	0.208662163781745	2.99112109814111	0.00277955242425726	0.0171489881165815
ENSG00000188976|NOC2L	6892.40469276094	-0.499243479140852	0.174982983156911	-2.85309731342945	0.00432953610926884	0.0242225065289696
ENSG00000187961|KLHL17	177.994949455803	0.290813720966165	0.164571701596589	1.76709433119329	0.0772124317331413	0.214826655826612
ENSG00000187583|PLEKHN1	14.6698813010925	-0.304045302714689	0.513385159737652	-0.59223625176478	0.553692397144074	NA
ENSG00000187642|PERM1	24.9879478724247	-0.130091246105967	0.386260275587363	-0.336796855198597	0.736270043911272	0.863441527963182
ENSG00000188290|HES4	314.579408730954	-0.596713421817689	0.167541623761387	-3.56158313630485	0.000368625344280339	0.00332716595708136
ENSG00000187608|ISG15	80.2357001990731	0.117026127555317	0.27531682907848	0.425059840864135	0.670793052278176	0.823466418656497
ENSG00000188157|AGRN	880.23527198852	-0.446773868188641	0.263795398714566	-1.69363783585954	0.0903341237309239	0.239118649506775
ENSG00000237330|RNF223	9.12269719743193	0.227556630278075	0.590746814728209	0.385201620397682	0.700088042903164	NA
ENSG00000131591|C1orf159	110.230884260377	0.0497920686041967	0.188719859505422	0.263841170371188	0.79190230887995	0.896114597642777
ENSG00000162571|TTLL10	7.26975793262994	-0.766204513397295	0.629886299476833	-1.2164171756612	0.223826044366605	NA
ENSG00000186891|TNFRSF18	10.8468510657258	0.0238993732562003	0.664101938279827	0.0359875071560626	0.971292320347967	NA
ENSG00000186827|TNFRSF4	2.65711022542337	0.532435911128224	1.10189586500733	0.483199844955115	0.628953845425225	NA
ENSG00000078808|SDF4	1954.26350571026	-0.0251467578830722	0.206717896988645	-0.121647705638441	0.903178030384146	0.954266440583511
ENSG00000176022|B3GALT6	807.575149930686	-0.144480931115757	0.103809868699835	-1.39178416200026	0.163987767403061	0.354616339714579
ENSG00000184163|C1QTNF12	2.12993335812722	-0.776043885585815	1.23657540324449	-0.627575062183556	0.530282349444045	NA
ENSG00000160087|UBE2J2	942.508394021812	0.031296391032965	0.125633004945328	0.249109627255866	0.803275982687404	0.902968394752336
ENSG00000162572|SCNN1D	46.5983617562268	0.539990728920448	0.305458662266086	1.7678029652669	0.077093849033216	0.21463552835887
ENSG00000131584|ACAP3	569.639580347467	0.0545560866426505	0.141473583313724	0.385627375548054	0.699772655766359	0.841200118094104
ENSG00000169972|PUSL1	216.231555105956	-0.0078420354818501	0.121676395762541	-0.0644499324022905	0.94861197233	0.975751890888055
ENSG00000127054|INTS11	911.140701947395	0.21729030253742	0.188772483803587	1.15106978601556	0.249703526800867	0.467090350785333
ENSG00000224051|CPTP	114.83325023337	-0.105127450451586	0.254294049122642	-0.413409007463187	0.679306976341523	0.829031236370703
ENSG00000169962|TAS1R3	21.4440091909016	-0.489654008382308	0.381213347931367	-1.2844618664047	0.198980398134717	0.403411024671144
ENSG00000107404|DVL1	614.124260225176	0.0193170163148661	0.221010827221471	0.0874030315967681	0.930351159736966	0.968367452971263
ENSG00000162576|MXRA8	16.4790813770062	-0.176059489670164	0.464553005410217	-0.378986870431927	0.704697613746866	NA
ENSG00000175756|AURKAIP1	1122.41637628036	-0.564948332656882	0.178239643049318	-3.16959977585101	0.0015264903853448	0.0105983923634456
ENSG00000221978|CCNL2	1735.95784937169	0.00797496355200059	0.0893348920045325	0.0892704224861655	0.928866999634312	0.968094829156982
ENSG00000242485|MRPL20	1651.38443076828	-0.187917886040943	0.0660584272449305	-2.8447223749997	0.00444501465935591	0.024782636807044
ENSG00000235098|ANKRD65	21.9139748959988	-0.507643345019252	0.459639307371147	-1.10443849531203	0.269402969726883	0.489345657115988
ENSG00000205116|TMEM88B	1.79465246647543	0.414596475516947	1.27035843146949	0.326361808798611	0.744150629146072	NA
ENSG00000179403|VWA1	92.8719590166189	0.136911228737483	0.226666127772342	0.604021562829157	0.545829306297159	0.735541747377054
ENSG00000215915|ATAD3C	16.1633095991559	-0.190642295228505	0.46960126867578	-0.405966312156893	0.684767353112079	NA
ENSG00000160072|ATAD3B	1138.40857778535	0.211315017996955	0.154962897917868	1.36364911108564	0.17267802745554	0.367175502531904
