UniqueCount	AmbigCount
0	0
0	0
1	6
84	50
1	21
0	165
0	118
0	162
0	133
0	163
0	154
0	155
0	119
0	158
0	117
9	58
5048	1
50	59
4	61
2	11
1	6
0	8
0	8
0	1
0	14
3	14
51	118
93	118
11	33
5	65
10	29
0	56
0	660
0	621
0	562
0	523
5	0
0	49
0	61
0	60
10	51
0	52
5	44
0	38
0	32
0	13
0	10
0	4
0	2
0	1
0	1
0	1
1	0
0	0
0	1
0	3
2	2
0	1
0	0
0	1453
2	1318
2	1096
0	1318
0	1353
2	619
749	0
1	0
14	543
0	553
18	591
2	348
1	374
1	268
0	268
0	267
2	227
0	123
0	79
0	80
9	81
0	14
1	50
20	2
0	18
0	11
8	19
0	19
0	2
0	19
3	0
98	290
0	246
1	80
119	50
3	50
0	568
0	563
0	418
0	400
0	759
0	419
5	326
0	568
1	469
0	418
0	651
0	555
0	580
0	204
0	179
0	311
8	256
1	103
0	154
0	138
0	138
101	280
2	65
0	76
0	55
7	5
1	7
92	11
5	11
16	0
2	490
11	494
0	237
1	100
0	100
1	7
0	8
0	8
1	8
30	752
23	744
0	744
15	750
62	1036
5	802
4	672
210	1051
1	745
25	281
11	136
6	62
734	741
31	16
28	740
0	7
2	7
0	10
0	9
1	3
1	0
0	6
3	60
13	66
1	2
12	74
0	0
610	392
456	1902
80	1805
0	1825
0	1825
2	210
2	1
0	1
9	0
1172	215
402	216
58	0
0	354
0	376
0	253
0	378
0	351
0	46
0	351
0	14
0	217
0	39
0	368
1	21
0	335
2	281
4	291
6	7
0	52
0	7
2	3
2	11
3	7
0	3
0	4
0	7
0	1
13	1576
0	1424
0	1317
21	1279
4	1433
0	1238
0	1238
0	1238
8	168
0	804
2	793
40	821
10	644
0	634
2	491
0	659
6	750
0	783
0	662
12	188
8	9
6	194
111	334
54	884
2	884
5	778
7	530
2	6
4	247
4	88
1	121
100	3474
2	3241
111	3995
0	847
0	1170
5	439
0	2
0	2
1	7
0	7
0	0
0	2
0	0
0	2
5	2
0	0
0	14
1	22
0	14
0	18
1	16
0	16
0	16
1	9
0	5
0	3
59	454
2	82
1	13
2	413
0	54
4	390
0	67
0	95
1	70
3	94
0	75
0	83
0	103
0	88
0	61
0	54
2	51
3	273
0	55
6	87
1	97
0	33
0	79
0	100
0	19
30	36
1828	0
6	218
10	218
46	54
17	53
5	3
4	1074
0	298
14	1499
0	519
9	1061
2	432
79	617
63	531
0	497
2	524
0	442
2	79
0	13
1	9
1	15
1	0
4	12
0	15
0	15
1	11
1	486
0	401
0	243
0	402
1	34
2	60
1	119
11	45
8	0
0	1
0	1
2	1
0	1
0	1
1	1
0	0
0	242
1	239
6	258
0	234
0	77
