gene	WT_UN120_r1	WT_UN120_r2	WT_UN120_r3	WT_EM30_r1	WT_EM30_r2	WT_EM30_r3	WT_EM120_r1	WT_EM120_r2	WT_EM120_r3	EDF1_ko_UN120_r1	EDF1_ko_UN120_r2	EDF1_ko_UN120_r3	EDF1_ko_EM30_r1	EDF1_ko_EM30_r2	EDF1_ko_EM30_r3	EDF1_ko_EM120_r1	EDF1_ko_EM120_r2	EDF1_ko_EM120_r3
ENSG00000186092|OR4F5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284733|OR4F29	0.0	3.468	0.0	4.0	0.0	0.0	0.0	1.0	3.0	3.0	1.497	6.0	3.833	7.0	7.0	0.0	4.0	5.0
ENSG00000187634|SAMD11	216.0	405.999	346.00100000000003	417.99999999999994	339.00000000000006	392.99999999999994	544.9999999999999	476.0000000000001	515.998	278.0	255.999	204.001	261.0	275.999	287.999	508.99999999999994	607.0000000000001	364.0010000000001
ENSG00000188976|NOC2L	5359.0	9535.0	8592.0	10016.0	6235.0	7660.0	5728.0	6384.0	5081.0	5064.0	6380.0	4606.0	5048.0	5908.0	6854.0	9078.0	10466.0	7079.0
ENSG00000187961|KLHL17	143.0	221.0	216.00100000000006	275.0	141.0	174.999	255.001	276.999	208.0	99.999	97.0	96.0	116.99900000000001	136.0	154.0	231.99900000000002	258.999	173.99999999999997
ENSG00000187583|PLEKHN1	13.0	19.0	15.0	14.0	13.0	31.000000000000007	15.0	13.0	12.0	13.0	16.0	16.0	9.0	6.0	8.0	6.0	12.0	10.0
ENSG00000187642|PERM1	18.0	27.0	22.0	54.0	16.0	36.0	24.0	26.0	14.0	32.0	34.0	20.0	17.0	9.0	13.0	19.0	38.0	24.0
ENSG00000188290|HES4	330.0	509.0	448.0	549.0	187.00000000000003	227.00000000000003	332.00000000000006	278.0	284.0	177.001	241.0	201.001	273.0	218.99999999999997	278.0	326.999	648.0	441.0
ENSG00000187608|ISG15	69.0	102.0	78.0	106.001	53.0	98.0	93.0	103.0	89.0	48.0	56.0	41.0	80.0	58.001	65.99900000000001	122.00000000000003	106.0	95.0
ENSG00000188157|AGRN	629.999	1085.0	1014.999	1085.0	927.9999999999999	1103.9999999999998	750.0000000000001	727.0	601.0	868.001	956.0	652.0	667.0	1029.0	888.0000000000001	879.9999999999998	874.9989999999999	476.0
ENSG00000237330|RNF223	9.0	7.0	6.0	10.0	7.0	7.0	14.0	8.0	6.0	14.0	12.0	10.0	5.0	8.0	16.0	2.0	9.0	5.0
ENSG00000131591|C1orf159	67.001	142.00000000000003	151.99999999999994	166.00000000000003	85.00000000000001	100.00000000000001	130.002	110.00000000000001	140.0	81.00000000000001	81.99999999999999	83.00099999999998	81.0	108.0	83.0	107.0	194.001	129.0
ENSG00000162571|TTLL10	2.0	14.0	10.0	14.0	9.0	8.0	3.0	4.0	8.0	9.0	10.0	9.0	2.0	3.0	3.0	5.0	12.0	4.0
ENSG00000186891|TNFRSF18	10.0	5.0	6.0	13.0	14.0	29.0	9.0	6.0	9.0	11.0	11.0	6.0	5.0	5.0	9.0	7.0	14.0	7.0
ENSG00000186827|TNFRSF4	1.0	0.0	5.0	5.0	2.0	5.0	2.0	4.0	3.0	1.0	2.0	1.0	0.0	2.0	4.0	1.0	7.0	5.0
ENSG00000078808|SDF4	1203.999	2225.0009999999997	2169.0	2281.0	1874.0	2195.0	1772.9999999999998	2156.001	1721.0009999999997	1653.001	1748.0	1501.999	1483.0010000000002	1843.9989999999998	2045.0	2585.0	2752.001	1881.001
ENSG00000176022|B3GALT6	592.0	1042.0	1021.0	1159.0	599.0	645.0	820.0	866.0	793.0	524.0	613.0	574.0	749.0	870.0	883.0	1004.0	1296.0	925.0
ENSG00000184163|C1QTNF12	0.0	5.0	6.0	2.0	2.0	1.0	0.0	2.0	4.0	2.0	0.0	5.0	1.0	0.0	3.0	1.0	3.0	3.0
ENSG00000160087|UBE2J2	727.0000000000001	1204.999	1045.0009999999997	1359.001	715.0	857.0	949.0030000000002	1178.0	1045.002	705.0020000000001	766.9999999999999	669.001	696.0010000000001	774.9989999999999	822.999	1158.0	1600.999	1086.002
ENSG00000162572|SCNN1D	21.0	46.0	36.0	65.0	41.0	54.99999999999999	59.99999999999999	41.0	52.0	50.0	43.001	37.0	31.0	30.999000000000002	37.0	83.001	77.0	42.999
ENSG00000131584|ACAP3	451.0	731.9999999999998	645.0	891.0	467.00000000000006	502.0	674.9999999999999	708.0	600.0000000000001	326.0	344.0000000000001	386.0	389.001	547.0	535.0	778.0	1026.0	606.0000000000001
ENSG00000169972|PUSL1	174.99999999999994	314.0	295.0	306.0	138.0	157.0	305.0	233.0	266.0	121.0	108.0	127.0	172.0	206.00000000000003	207.0	293.0	392.0	279.0
ENSG00000127054|INTS11	620.0010000000001	967.999	893.9999999999999	1140.002	700.9990000000001	853.9989999999999	1061.0	1034.998	931.001	631.0000000000001	659.9999999999999	595.998	920.0	1013.0010000000001	1040.0	1464.9990000000003	1286.0	906.0
ENSG00000224051|CPTP	74.0	132.0	139.0	130.0	100.0	113.0	115.0	107.0	108.0	65.99999999999999	117.0	82.0	108.0	129.0	108.0	127.0	233.0	120.0
ENSG00000169962|TAS1R3	16.0	36.0	25.0	39.0	19.0	17.0	21.0	15.0	20.0	20.0	30.0	12.0	16.0	18.0	22.0	24.0	22.0	11.0
ENSG00000107404|DVL1	430.0	770.0010000000001	671.9989999999999	742.0	613.001	767.0010000000001	642.001	695.001	626.0	467.0	459.0	393.0	521.999	541.999	567.0	763.0010000000001	738.0000000000001	503.99999999999994
ENSG00000162576|MXRA8	14.0	19.0	13.0	31.0	17.0	18.0	18.0	6.0	19.0	13.0	27.999999999999996	15.0	10.0	14.0	10.001000000000001	11.0	14.0	12.0
ENSG00000175756|AURKAIP1	963.0000000000001	1540.999	1530.0010000000002	1716.9990000000003	1058.001	1234.0	890.999	1105.0	848.0	800.0010000000001	1046.999	711.0	820.001	837.0	1012.0	1395.9999999999998	1587.0	1157.0
ENSG00000221978|CCNL2	1417.0	2366.0009999999997	2115.0	2674.0020000000004	1331.001	1283.0	2232.0	2073.0	1872.9989999999998	1183.0	1039.001	1016.0009999999999	1418.0	1461.0010000000002	1658.9999999999998	2312.998	3006.0	2030.0010000000002
ENSG00000242485|MRPL20	1369.0	2460.0	2220.9990000000003	2770.0009999999997	1126.001	1113.0	1860.0	1897.0	1726.999	1037.001	1009.0	1131.0	1534.001	1484.0	1757.999	1809.0	2713.0	1942.0
ENSG00000235098|ANKRD65	14.0	21.001	31.0	26.0	33.0	25.0	22.001000000000005	14.0	12.0	25.0	35.0	17.0	12.015	15.0	17.0	19.0	20.0	9.0
ENSG00000205116|TMEM88B	0.0	2.0	5.0	3.0	0.0	1.0	6.0	2.0	1.0	2.0	0.0	2.0	1.0	3.0	1.0	3.0	0.0	2.0
ENSG00000179403|VWA1	47.0	100.0	90.0	119.0	80.0	94.0	109.0	84.0	73.0	86.0	98.99999999999999	89.0	83.00000000000001	94.0	102.0	105.0	140.999	75.0
ENSG00000215915|ATAD3C	11.806	20.102	20.738000000000003	16.027	14.143	25.172	17.47	15.164	16.12	14.81	27.216	13.12	12.685	7.063	12.081	8.067	10.059	7.037000000000001
ENSG00000160072|ATAD3B	824.7189999999998	1448.349	1311.039	1816.156	985.556	1249.804	1443.483	1597.925	1256.5739999999996	590.4019999999998	624.932	568.577	702.584	860.31	909.351	1770.8470000000002	1920.748	1303.376
ENSG00000197785|ATAD3A	2005.2089999999998	3436.5240000000003	3298.1130000000003	4159.759	2146.302	2525.0240000000003	2709.999	2811.9230000000002	2521.303	2234.479	2534.8520000000008	2042.303	2361.7360000000003	2561.6290000000004	2959.5689999999995	4256.09	4670.198	3451.588
ENSG00000205090|TMEM240	15.0	32.0	28.0	33.0	33.0	38.0	22.0	25.0	10.0	18.0	27.0	22.0	12.0	9.0	12.0	30.0	16.0	13.0
ENSG00000160075|SSU72	1564.0	2761.0	2521.994	2889.02	1721.0	1682.0	2150.0	2312.0	1948.002	1344.0	1366.999	1315.0	1790.0	1790.001	1982.0	2211.999	2921.0	2138.001
ENSG00000228594|FNDC10	46.0	109.0	78.0	106.0	53.0	59.0	60.0	56.0	75.0	62.0	42.0	48.0	58.0	46.0	69.0	69.0	126.0	79.0
ENSG00000197530|MIB2	249.99900000000002	429.003	426.999	507.001	437.99999999999994	557.0000000000001	545.0010000000001	501.999	429.0	433.99899999999997	471.99999999999994	399.00000000000006	407.00100000000003	463.00000000000006	541.9979999999999	805.001	780.0	452.99999999999994
ENSG00000189409|MMP23B	21.0	34.0	29.000999999999998	61.001	35.999	31.0	36.0	27.999000000000002	27.000000000000004	31.0	37.0	23.0	19.0	26.0	21.000999999999998	27.0	61.0	20.0
ENSG00000248333|CDK11B	1327.399	2316.686	1980.2469999999998	3123.7839999999997	1671.789	1929.766	1771.458	1994.097	1611.67	1355.873	1888.998	1183.2820000000002	1450.971	1515.932	1867.4780000000003	2797.783	3799.082	2755.63
ENSG00000189339|SLC35E2B	625.7410000000002	1132.249	955.8539999999999	1060.744	480.58299999999997	417.4	902.6489999999998	775.078	786.376	585.354	455.279	577.5830000000001	726.934	821.393	928.315	970.709	1484.067	1035.833
ENSG00000008128|CDK11A	667.6000000000001	956.3139999999999	898.753	1608.217	781.211	874.2360000000001	951.5439999999999	946.9030000000001	809.331	625.127	693.0020000000001	495.72	699.0300000000001	670.0690000000001	880.5219999999999	1478.219	2046.919	1665.3690000000001
ENSG00000215790|SLC35E2A	180.25900000000004	328.75	274.144	321.9080000000001	127.418	96.60000000000002	286.347	245.887	279.623	239.64800000000002	145.72	232.41699999999997	257.06600000000003	268.60699999999997	319.684	416.29100000000005	502.93399999999997	342.1690000000001
ENSG00000008130|NADK	645.0	1208.0	1040.999	1339.0	772.0	897.0	1131.999	1196.0000000000002	1064.999	728.0	742.001	703.0010000000002	964.0	1038.9999999999998	1002.0000000000001	1533.9999999999998	2028.9990000000003	1392.0
ENSG00000078369|GNB1	3219.9999999999995	5780.999999999999	5016.000000000001	6076.999000000001	2625.0	3063.999	4458.000000000001	3931.0000000000005	3948.000000000001	3331.0	3134.999	3329.0009999999997	4220.001	4381.0	4982.999999999999	5402.0	6858.0	4981.998999999998
ENSG00000169885|CALML6	0.0	5.0	1.0	5.0	2.0	2.0	2.0	1.0	0.0	5.0	1.0	3.0	2.0	1.0	4.0	2.0	2.0	2.0
ENSG00000178821|TMEM52	10.0	23.0	11.0	19.0	12.0	6.0	13.0	10.0	12.0	17.0	16.0	10.0	7.999999999999999	3.0	6.0	7.0	17.001	8.0
ENSG00000142609|CFAP74	3.0	7.0	15.0	17.0	5.0	8.0	17.0	8.0	9.0	3.0	5.0	6.0	7.0	4.0	2.0	4.0	15.0	2.0
ENSG00000187730|GABRD	18.999	36.001	23.0	35.0	22.0	20.0	25.000999999999998	25.999	16.0	21.001	20.000999999999998	21.0	25.0	31.001	38.998999999999995	38.0	28.999	22.001
ENSG00000067606|PRKCZ	458.999	764.998	657.999	976.9980000000002	456.9989999999999	510.99899999999997	714.0000000000001	633.0000000000001	599.9979999999999	376.99999999999994	437.0000000000001	368.0	534.0	601.0030000000002	637.0009999999999	865.0000000000001	1166.0	809.8609999999998
ENSG00000162585|FAAP20	126.0	286.0	220.0	286.0	219.0	209.99900000000002	221.00000000000003	194.0	190.999	147.0	159.0	141.999	198.0	202.999	201.99900000000002	236.0	290.00100000000003	198.14000000000004
ENSG00000157933|SKI	1896.0	3419.0	3173.0	3516.0	1936.0	2210.0	3643.0	3646.0	3567.0	1868.0	1647.0	1651.0	1828.0	2186.0	2370.0	3429.0	3970.0	2541.0
ENSG00000116151|MORN1	271.00100000000003	408.00000000000006	424.0	533.999	241.0	282.00000000000006	412.00100000000003	401.0009999999999	315.9999999999999	317.99899999999997	342.99899999999997	297.0	308.0	380.99899999999997	407.00000000000006	642.0	817.001	540.001
ENSG00000157916|RER1	1212.999	2191.0	1979.999	2400.0	1031.0	894.0	1561.999	1579.0	1716.776	1187.001	969.0	1229.5810000000001	1620.0000000000002	1562.0009999999997	1822.9979999999998	1988.9990000000003	2727.9999999999995	1934.9999999999995
ENSG00000157911|PEX10	438.0	784.0000000000001	686.0	868.0	433.999	552.0	634.9999999999999	690.999	613.2239999999999	405.0009999999999	463.00100000000003	411.418	642.0	616.999	736.001	848.0	1049.0	725.0000000000001
ENSG00000149527|PLCH2	20.0	26.0	34.0	43.0	26.0	42.0	23.999	26.0	25.0	30.0	42.0	32.001	21.001	13.0	15.0	25.0	25.0	11.0
ENSG00000157881|PANK4	361.0	661.999	523.999	860.999	432.0	542.0	922.9989999999998	780.0	728.001	344.00000000000006	300.0	347.0	520.0	626.0	657.0	981.0000000000001	1139.0	832.0010000000001
ENSG00000197921|HES5	4.0	3.0	7.0	15.0	0.0	2.0	3.0	2.0	4.0	6.0	4.0	6.0	8.0	8.0	4.0	2.0	11.0	5.0
ENSG00000157873|TNFRSF14	8.0	13.0	12.0	27.0	14.0	32.0	19.0	11.0	8.001000000000001	17.0	24.0	17.0	4.0	5.0	12.0	6.0	20.0	10.0
ENSG00000157870|PRXL2B	188.0	320.0	306.00100000000003	370.001	276.0	347.0	237.00000000000003	285.001	244.0	276.001	353.0	252.0	282.0	278.0	362.0	455.001	457.0	332.999
ENSG00000142606|MMEL1	2.0	2.0	3.0	6.0	1.0	7.0	7.0	0.0	2.0	4.0	1.0	3.0	0.0	1.0	2.0	3.0	1.0	0.0
ENSG00000215912|TTC34	30.0	46.0	40.0	64.0	36.0	32.0	41.0	41.0	38.0	39.0	50.0	58.0	30.0	33.0	31.0	50.0	62.0	66.0
ENSG00000169717|ACTRT2	4.0	4.0	9.0	13.0	7.0	6.0	3.0	3.0	7.0	9.0	6.0	10.0	1.0	3.0	10.0	4.0	4.0	4.0
ENSG00000142611|PRDM16	271.00100000000003	446.00000000000006	395.0	607.0	265.999	323.0	555.0000000000001	470.99999999999994	415.0	218.0	269.0	249.0	247.0	340.00000000000006	346.99999999999994	461.0	541.0	380.00100000000003
ENSG00000130762|ARHGEF16	80.00000000000001	155.0	132.0	157.0	128.0	167.001	128.0	153.0	145.00000000000003	123.00000000000001	95.0	76.0	85.0	107.0	102.99999999999999	156.0	135.0	102.99999999999999
ENSG00000162591|MEGF6	32.00000000000001	79.0	46.0	72.0	40.0	53.000000000000014	54.0	46.0	43.0	45.0	59.0	50.0	25.0	47.0	52.0	55.00000000000001	72.0	37.0
ENSG00000158109|TPRG1L	338.0	571.0	529.0	649.0	391.0	463.0	408.0	439.0	375.0	240.0	302.0	216.0	284.0	304.0	337.0	480.0	660.0	513.0
ENSG00000116213|WRAP73	398.999	688.0	668.9999999999999	774.9999999999999	394.0	479.0	631.0	634.999	599.001	460.00100000000003	364.0	448.00100000000003	603.0	697.0	811.0	1032.0	1175.0	815.999
ENSG00000078900|TP73	281.0	448.0	433.0	504.0	394.0	421.0	471.999	445.001	405.0	310.0	328.0	282.00100000000003	247.99999999999997	363.0	421.0010000000001	620.0009999999999	693.0	488.0
ENSG00000162592|CCDC27	5.0	7.0	5.0	10.0	6.0	16.0	8.0	3.0	5.0	5.0	5.0	10.0	4.0	5.0	11.0	11.0	5.0	3.0
ENSG00000235169|SMIM1	3.0	5.0	5.0	10.0	7.0	1.0	2.0	2.0	3.0	6.0	6.0	1.0	2.0	1.0	5.0	2.0	6.0	6.0
ENSG00000130764|LRRC47	783.9999999999999	1420.0000000000002	1340.9999999999995	1557.0	847.0	954.0	1282.0	1192.0	1181.0	830.0	783.9999999999998	736.0	918.0	955.0	1098.0	1349.0000000000005	1966.0	1345.0
ENSG00000116198|CEP104	581.054	1185.0	1011.8530000000001	1295.6750000000002	654.876	562.0010000000001	1107.526	1120.892	1147.0049999999999	744.0010000000001	613.001	745.025	899.5489999999998	917.0009999999999	1026.974	1225.0	1796.0039999999997	1212.9299999999998
ENSG00000169598|DFFB	204.775	391.208	296.271	428.692	194.0	170.002	338.00800000000004	317.02799999999996	314.098	175.95999999999998	155.002	225.04700000000003	286.367	316.30899999999997	308.40000000000003	422.213	604.694	414.601
ENSG00000198912|C1orf174	238.0	405.11300000000006	381.0	506.0	268.0	286.0	412.904	446.0	396.0	281.0	230.0	261.0	437.0	417.0	482.0	570.0	641.0	478.999
ENSG00000196581|AJAP1	6.0	16.0	10.0	22.0	9.0	19.0	9.0	2.0	10.0	14.0	22.0	14.0	5.0	10.0	6.0	11.0	7.0	6.0
ENSG00000131697|NPHP4	219.00000000000003	384.0	320.999	410.00100000000003	172.00000000000003	253.0	455.0	467.00000000000006	368.00000000000006	231.00100000000003	198.999	219.0	256.0	344.99899999999997	362.99999999999994	581.0000000000001	601.001	392.0
ENSG00000069424|KCNAB2	129.0	220.00100000000003	200.001	227.99900000000002	169.0	186.0	187.0	186.997	153.001	165.998	180.0	137.00099999999998	120.00099999999999	140.002	164.002	172.999	215.002	144.0
ENSG00000116254|CHD5	80.0	126.0	103.137	150.18300000000002	107.0	126.0	95.05399999999999	101.0	91.0	121.0	130.999	103.0	89.04299999999998	99.096	122.0	138.001	210.295	167.00099999999998
ENSG00000285629|AL031847.2	20.233	40.049	26.705	29.089	71.395	41.093	85.611	38.532	132.643	49.92	25.436	45.33	90.339	93.376	54.117	112.306	51.341	35.761
ENSG00000116251|RPL22	10018.768	20457.950999999997	17366.158	22133.728000000003	8955.605000000001	7213.907000000001	10706.336	11389.467	12072.357000000004	9537.08	10903.565	10286.668999999998	12135.619	9035.528	12885.882000000001	12008.693000000001	21982.365	17466.240999999998
ENSG00000158286|RNF207	35.158	71.0	48.0	71.0	30.999	31.0	48.0	59.01	37.051	22.0	29.0	26.056	51.0	39.0	53.018	58.0	92.032	60.297
ENSG00000116237|ICMT	2194.0000000000005	4712.996999999999	4237.7789999999995	4917.000999999999	1874.0000000000002	1881.0	3650.9990000000003	3418.0	3659.0	2388.0	1929.0	2572.029	3322.000000000001	3258.0009999999997	3684.0000000000005	3972.0	6779.0	4583.197999999999
ENSG00000173673|HES3	2.0	2.0	4.0	3.0	2.0	0.0	3.0	2.0	3.0	5.0	0.0	1.0	1.0	2.0	5.0	0.0	4.0	0.0
ENSG00000158292|GPR153	69.0	153.0	138.0	137.0	134.0	118.0	113.0	127.0	103.0	84.0	108.0	82.0	75.0	104.0	111.0	136.0	132.0	92.0
ENSG00000097021|ACOT7	1205.9990000000003	1879.999	1727.001	1863.0	944.0009999999999	1154.0	1431.0	1279.9999999999998	1213.0	1121.9999999999998	1158.999	1194.0	1745.0	1691.0	1937.0	2063.0	2270.0	1625.001
ENSG00000069812|HES2	18.002000000000002	35.642	27.206	44.477000000000004	23.0	17.971	15.0	26.962000000000003	25.124	20.475	18.0	19.218999999999998	17.999	13.003	18.929	18.427	33.106	18.226
ENSG00000187017|ESPN	15.000000000000002	23.0	20.0	34.00000000000001	18.0	17.000999999999998	19.0	11.0	10.0	14.0	22.0	16.0	16.0	14.0	15.0	9.0	12.001000000000001	12.000000000000002
ENSG00000215788|TNFRSF25	15.0	31.0	24.0	35.00000000000001	15.999999999999998	24.0	19.0	15.0	21.0	12.0	19.000000000000004	21.0	9.999	19.0	17.0	9.0	16.999000000000002	8.0
ENSG00000171680|PLEKHG5	93.001	191.00100000000003	136.0	275.0	132.0	163.001	127.99999999999999	183.99999999999997	136.0	99.999	121.999	97.0	113.00000000000001	96.0	116.99900000000001	177.0	215.00000000000003	157.99899999999997
ENSG00000162408|NOL9	1445.6029999999996	3056.965	2474.068	3251.903	1069.9260000000004	775.424	3090.996	2693.264	3153.1	1453.007	960.11	1597.1029999999996	2165.858	2190.0	2221.0	2625.586	4367.528	2707.481
ENSG00000173662|TAS1R1	3.0	10.0	10.0	7.0	4.0	2.0	3.0	3.0	2.0	4.0	7.0	6.0	5.0	3.0	5.0	4.0	6.0	4.0
ENSG00000204859|ZBTB48	292.0	461.99899999999997	462.0010000000001	789.999	469.99899999999997	543.0	694.999	688.0	603.999	265.99899999999997	323.0	257.999	373.99999999999994	397.99999999999994	499.0	1064.0	1118.0	832.9989999999999
ENSG00000162413|KLHL21	666.0000000000001	1221.9990000000003	1148.0000000000002	1522.0	863.9999999999999	935.0	1648.0000000000002	1679.0	1547.0000000000007	720.0000000000001	684.0	735.0010000000001	931.0	1133.9999999999998	1146.9999999999998	1972.0	2373.0	1471.9999999999998
ENSG00000116273|PHF13	366.0	681.0	575.0	775.0	430.0	408.0	736.0	725.0	668.0	410.0	383.0	395.0	555.0	675.0	724.0	995.0	1252.0	796.0
ENSG00000041988|THAP3	172.0	303.0	315.0	367.99999999999994	294.00100000000003	353.0	352.03599999999994	390.99999999999994	346.99999999999994	239.96899999999997	232.969	236.762	305.0	262.00199999999995	330.0	583.9989999999999	595.999	453.999
ENSG00000007923|DNAJC11	1694.001	2851.9990000000003	2644.001	3365.0	1879.0	2214.0	2434.965	2451.0000000000005	2178.0	1807.0300000000002	2181.031	1620.2369999999999	1947.0	2144.0000000000005	2427.0	3203.9990000000003	4190.999	3115.0
ENSG00000171735|CAMTA1	593.999	866.9989999999999	806.0	1087.001	590.001	638.999	739.0010000000001	848.001	769.0000000000001	647.0	739.999	513.001	702.0	595.0	883.0	1103.001	1186.0	1005.002
ENSG00000049245|VAMP3	842.0	1862.0	1631.0	1895.0	667.0	590.0	1281.0	1167.0	1372.0	837.0	532.0000000000001	878.0	1213.0	1125.0	1249.0	1123.0	2215.0	1537.0
ENSG00000049246|PER3	35.999	64.0	81.0	93.0	44.0	42.001000000000005	62.0	66.0	60.99999999999999	41.0	42.0	44.0	63.0	61.0	74.0	88.001	138.0	87.0
ENSG00000049247|UTS2	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	1.0	0.0
ENSG00000049249|TNFRSF9	4.954	3.0	9.0	5.999999999999998	4.0	1.0	4.0	10.0	7.94	3.0	10.899	3.0	3.0	3.0	3.0010000000000003	4.0	11.0	4.0
ENSG00000116288|PARK7	3828.0000000000005	6586.999	6146.998999999999	7527.999999999999	3887.0000000000005	3661.9990000000003	4133.999	4763.0	4349.0	4050.9990000000003	4387.0	4313.999000000002	5548.999	4558.0	5986.001	5823.0	7461.000000000001	6751.000999999999
ENSG00000116285|ERRFI1	334.0000000000001	757.0000000000002	620.0	969.9999999999999	348.0	317.00100000000003	841.0	909.0	936.9989999999999	341.001	268.0	354.99999999999994	509.0	428.0	493.99899999999997	744.0000000000002	1306.0	939.0
ENSG00000162426|SLC45A1	3.0	4.0	4.0	8.0	7.0	14.0	9.0	11.0	4.0	7.0	8.0	6.0	2.0	5.0	5.0	3.0	13.0	4.0
ENSG00000142599|RERE	1822.0120000000002	2943.129	2389.376	3499.491	1733.9989999999998	2004.0010000000002	2924.999	2697.0	2412.9910000000004	1473.1190000000001	1571.001	1300.1190000000001	1530.0010000000002	1869.001	1978.3619999999999	2801.999	3591.1079999999997	2435.284
ENSG00000074800|ENO1	18264.0	34823.0	33498.99999999999	35691.001	19439.999	19235.001	26691.999000000003	26499.997999999996	27606.001	20869.999999999996	16625.999999999996	21240.001	27433.0	27863.001	30495.999	33257.999	39235.001000000004	28958.999
ENSG00000131686|CA6	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197241|SLC2A7	0.0	1.0	0.0	3.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	2.0	0.0	0.0
ENSG00000142583|SLC2A5	5.0	7.000000000000002	7.0	18.009999999999998	4.0	12.0	7.0	4.0	5.0	7.0	13.0	16.0	2.0	11.983	6.0	7.005000000000001	6.9990000000000006	4.021
ENSG00000180758|GPR157	64.0	128.975	100.88	129.21	49.0	48.68600000000001	112.223	112.002	73.007	44.0	41.0	50.0	74.009	69.348	77.296	94.982	139.114	84.473
ENSG00000049239|H6PD	283.0	481.0	427.0	506.0	254.0	294.0	463.0	383.0	388.0	413.0	400.0	400.0	414.00000000000006	567.9999999999998	649.0	803.0	968.0	661.0
ENSG00000171621|SPSB1	121.0	208.0	179.00000000000006	280.99899999999997	151.0	174.0	293.0	279.0	240.0	114.00000000000001	125.0	100.00099999999998	146.00000000000003	182.0	213.0	353.0	412.0	275.0
ENSG00000171612|SLC25A33	388.0	691.681	658.9989999999998	729.0	406.072	411.037	641.0	727.0	678.0	407.002	400.62	407.0	588.0	534.0	627.82	893.0	923.313	807.418
ENSG00000188807|TMEM201	611.0	1079.9989999999998	968.9990000000001	1107.9999999999998	678.0	844.0	1070.0	1037.9999999999998	872.0	576.0	553.0	605.0009999999999	680.0000000000001	924.999	935.0000000000001	1118.9999999999998	1304.0009999999997	862.0
ENSG00000171608|PIK3CD	47.0	95.038	77.999	99.0	43.0	51.99999999999999	65.004	69.00099999999999	83.0	50.0	60.0	55.999	46.998999999999995	54.0	65.0	69.0	93.99999999999997	61.05
ENSG00000171603|CLSTN1	1840.0	3318.0	2968.001	3534.001	1758.0	1965.0	2396.0	2393.0	2168.999	1611.0	1495.0	1470.001	1644.0	1903.0	2039.0	2525.001	3307.999	2214.0
ENSG00000178585|CTNNBIP1	103.0	172.0	183.0	186.999	97.00000000000001	108.00000000000001	153.0	151.0	169.999	113.0	106.99999999999999	128.0	125.00000000000003	124.99900000000001	132.0	208.0	232.00000000000003	153.0
ENSG00000162441|LZIC	511.001	858.0009999999999	787.9999999999999	1077.9670000000003	488.00100000000003	398.0	686.9069999999999	850.0	765.0	629.0	559.937	609.178	687.999	583.279	759.999	842.0	1276.0	1001.0
ENSG00000173614|NMNAT1	64.0	162.0	123.07	173.15699999999998	67.993	75.066	143.99999999999997	157.46800000000002	134.03700000000003	118.0	108.575	120.0	128.554	146.96699999999998	160.0	198.046	310.341	241.005
ENSG00000162444|RBP7	18.067999999999998	49.0	42.0	62.0	23.0	19.0	34.0	21.0	26.0	19.0	12.0	33.0	17.0	14.0	23.0	20.0	34.0	22.0
ENSG00000130939|UBE4B	1102.001	1937.0010000000002	1780.999	2231.999	770.0009999999999	809.001	1389.0	1274.0	1239.0000000000002	851.9989999999999	782.9999999999999	944.0000000000001	1166.0010000000002	1179.0	1335.0	1399.0	2126.0009999999997	1447.001
ENSG00000054523|KIF1B	1848.0010000000002	3668.196	3139.002	4125.0109999999995	1556.683	1360.93	3093.68	3116.001	3164.9999999999995	1905.627	1561.0	1832.9750000000001	2351.373	2247.563	2645.9990000000003	3514.0	5304.489000000001	3595.615
ENSG00000142657|PGD	4983.0	9194.999999999998	8148.999999999998	10001.0	4697.998	5316.999000000001	6259.999000000001	5833.0	5696.998999999999	4766.0	4766.0	4588.000000000001	6116.0	6260.000000000002	7023.0	8003.000000000001	10877.999999999998	7877.999
ENSG00000251503|CENPS-CORT	16.469	51.766999999999996	45.809	65.40400000000001	20.880000000000003	31.711	35.287	13.681999999999999	34.034	32.983000000000004	12.869	26.193999999999996	46.414	32.066	33.065999999999995	48.24699999999999	45.288	24.665000000000003
ENSG00000175279|CENPS	233.13400000000001	417.141	375.897	502.268	263.90999999999997	242.209	300.716	336.17100000000005	308.788	257.884	326.13	283.65	324.908	324.869	418.51699999999994	510.406	636.9670000000001	579.9409999999999
ENSG00000241563|CORT	3.397	6.0920000000000005	5.292999999999998	6.329	2.21	5.08	6.996	6.146	2.178	1.134	0.0	2.157	3.679	4.065	3.418	3.347	10.746	2.393
ENSG00000160049|DFFA	1484.005	2796.009	2440.0	3034.959	1468.0	1533.0	2006.0	2072.999	2086.022	1779.0030000000002	1706.7730000000001	1601.191	1849.0000000000002	1989.0	2252.0	2435.0159999999996	3893.0029999999997	2758.712
