gene	WT_UN120_r1	WT_UN120_r2	WT_UN120_r3	WT_EM30_r1	WT_EM30_r2	WT_EM30_r3	WT_EM120_r1	WT_EM120_r2	WT_EM120_r3	EDF1_ko_UN120_r1	EDF1_ko_UN120_r2	EDF1_ko_UN120_r3	EDF1_ko_EM30_r1	EDF1_ko_EM30_r2	EDF1_ko_EM30_r3	EDF1_ko_EM120_r1	EDF1_ko_EM120_r2	EDF1_ko_EM120_r3
ENSG00000121552|CSTA	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
ENSG00000160124|CCDC58	360.0	689.0	649.9999999999999	856.001	225.001	217.99999999999997	354.0	370.0	371.00000000000006	393.001	371.999	450.9990000000001	473.0	385.00000000000006	592.0	568.9999999999999	1148.999	1028.0
ENSG00000114023|FAM162A	507.001	818.0	777.0	1056.999	322.0	319.0	526.0	522.0	492.0	451.0	467.0	506.0	682.0	565.0	747.001	750.0	1133.5030000000002	1023.0
ENSG00000196981|WDR5B	63.0	117.0	143.0	170.0	71.0	53.0	179.0	165.0	240.0	112.0	75.0	121.0	155.0	144.0	175.0	231.0	406.0	253.0
ENSG00000114030|KPNA1	888.9999999999999	1724.001	1465.001	2121.0	785.0	792.0000000000001	1779.0	1498.9999999999998	1652.0000000000005	1217.0	998.001	1164.999	1650.0000000000005	1694.0010000000002	1911.0	2280.0010000000007	3385.001	2638.0
ENSG00000138496|PARP9	157.999	257.0	307.0	340.0	124.999	88.0	232.001	190.999	231.0	239.001	210.00099999999995	265.0	286.0	210.99900000000002	332.001	364.00000000000006	685.0	463.9989999999999
ENSG00000163840|DTX3L	165.0	286.148	226.196	346.012	110.0	102.0	225.0	203.0	224.001	225.0	182.99999999999997	225.0	240.0	244.0	282.403	353.0	524.776	400.001
ENSG00000173200|PARP15	71.81	146.32500000000002	89.005	152.59	60.928	25.401	111.117	77.714	118.791	95.253	59.108	125.053	94.148	83.676	115.308	107.034	136.952	126.337
ENSG00000173193|PARP14	288.0	582.75	489.001	604.9989999999999	230.99899999999997	212.99999999999994	428.0	433.99899999999997	394.0	354.0	321.0	382.0	440.0	384.999	485.01599999999996	572.0010000000001	854.0000000000001	632.4929999999999
ENSG00000169087|HSPBAP1	54.0	83.0	91.0	116.0	50.0	37.0	109.0	113.0	131.0	57.0	51.0	62.0	91.0	73.0	136.0	174.0	194.0	165.0
ENSG00000138463|SLC49A4	76.0	203.0	150.0	206.0	71.0	44.0	160.0	154.0	171.0	121.0	97.0	125.0	168.0	160.0	191.0	261.0	307.0	259.0
ENSG00000082684|SEMA5B	10.0	12.0	11.0	15.0	10.0	9.0	12.0	16.0	14.0	13.0	16.999	16.0	15.0	21.0	15.999999999999998	17.0	19.999	23.999
ENSG00000065485|PDIA5	270.0	449.99899999999997	454.0	609.001	297.0	349.00000000000006	349.351	373.999	277.0	330.706	386.0000000000001	299.999	403.0	381.98	456.0	766.754	912.7590000000001	705.001
ENSG00000121542|SEC22A	76.00000000000001	164.99800000000002	169.0	220.0	98.00099999999998	68.999	176.64899999999997	210.001	223.99200000000002	113.295	117.828	113.0	162.0	150.02200000000002	221.00000000000003	242.24499999999995	343.243	227.99999999999997
ENSG00000173175|ADCY5	44.0	70.0	69.0	57.998999999999995	35.0	52.0	51.0	41.0	38.0	52.99999999999999	63.0	34.0	42.0	43.0	51.0	64.0	75.0	57.0
ENSG00000206527|HACD2	417.008	702.999	606.5499999999998	768.674	292.706	259.999	485.056	580.258	572.295	522.9999999999998	385.0	507.0	532.0279999999999	501.99999999999994	645.702	679.9999999999999	1065.9599999999998	722.572
ENSG00000065534|MYLK	99.99900000000001	159.001	173.0	190.00099999999998	99.0	95.0	153.0	167.0	139.00099999999998	135.001	150.0	135.0	141.0	171.99900000000002	213.00000000000003	265.99999999999994	277.99899999999997	208.0
ENSG00000175455|CCDC14	745.0	1371.0000000000005	1301.9989999999998	1630.999	583.999	392.00000000000006	1132.0000000000002	1129.0	1425.999	964.999	770.0010000000001	1033.999	1234.999	989.0020000000001	1265.9999999999998	1367.0009999999997	2390.998	1818.0
ENSG00000065371|ROPN1	0.0	1.332	0.0	2.494	1.0	1.0	0.0	0.0	0.0	3.0	0.0	2.783	0.0	2.778	1.473	0.0	1.0	0.0
ENSG00000160145|KALRN	97.0	201.001	159.00100000000003	242.00100000000003	89.00099999999999	90.99999999999999	186.00099999999998	161.999	168.999	146.0	143.00000000000003	156.99999999999997	186.0	181.0	192.001	285.999	345.99999999999994	265.999
ENSG00000114491|UMPS	908.0	2002.9989999999998	1683.998	2169.999	834.001	767.001	1530.0	1525.999	1673.998	1087.999	895.999	1157.001	1517.0	1486.9989999999998	1888.999	2337.0	3775.0	2761.999
ENSG00000082781|ITGB5	308.99999999999994	606.0010000000001	468.999	625.0	308.99999999999994	389.0	374.0	318.0	337.001	292.001	283.0	292.9999999999999	331.99999999999994	386.99899999999997	428.0	509.00100000000003	697.001	510.99899999999997
ENSG00000173702|MUC13	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000173706|HEG1	467.0	753.9990000000001	696.0	956.9990000000003	416.0	432.0	929.999	770.999	816.9989999999999	537.0	474.999	534.0	701.0000000000001	772.9999999999998	799.0	1161.0	1656.0	1124.0
ENSG00000221955|SLC12A8	1.0	4.0	3.0	5.319	2.0	0.0	1.0	5.0	5.0	7.0	2.0	2.0	3.0	1.0	6.0	5.0	7.993	9.001999999999999
ENSG00000163848|ZNF148	440.0	1019.0000000000001	926.9999999999999	1232.001	491.0	360.0	869.0000000000001	921.0000000000001	1165.0	655.0	511.99999999999994	729.0	937.0	759.9999999999999	877.0	1129.0	2256.0	1535.0010000000002
ENSG00000114520|SNX4	448.00000000000006	842.9999999999999	867.0	1174.0	549.0	492.0	683.0000000000002	764.0	836.9989999999998	748.9999999999998	747.0	754.0	937.0	791.0	1140.9989999999998	1239.0000000000002	1816.0000000000005	1492.0
ENSG00000144909|OSBPL11	395.0	941.0	766.0	1108.0	408.0	334.0	714.0	755.0	804.0	524.0	470.0	579.0	784.0	708.0	813.0	1156.0	1849.0	1369.0
ENSG00000189366|ALG1L	8.0	6.0	13.0	13.0	8.0	4.0	12.0	7.0	10.0	3.0	1.0	2.0	9.0	9.0	7.0	4.91	14.0	4.999
ENSG00000114547|ROPN1B	1.0	2.668	2.0	1.506	2.0	0.0	1.0	2.0	2.0	3.0	3.0	2.217	0.0	1.222	5.527	0.0	2.0	2.0
ENSG00000114544|SLC41A3	169.999	342.00100000000003	302.00000000000006	357.001	174.00099999999998	192.0	265.999	226.998	223.00099999999998	181.0	206.99999999999997	181.0	274.0	290.999	286.0	363.001	500.0	327.0
ENSG00000144908|ALDH1L1	15.0	19.001	17.0	31.001	15.0	23.0	23.0	34.0	18.001	41.0	37.0	44.999	33.998999999999995	54.999	52.001	61.99999999999999	89.001	51.0
ENSG00000163884|KLF15	92.0	138.0	130.0	174.0	167.0	208.0	191.0	185.0	165.0	126.0	157.0	109.0	146.0	182.0	212.0	308.0	300.0	218.0
ENSG00000163885|CFAP100	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0
ENSG00000070476|ZXDC	310.0	522.001	465.0	664.999	254.0	255.0	699.0	561.999	575.0	367.0	349.0	333.0	554.001	600.0	613.0	897.001	1201.001	802.0
ENSG00000159650|UROC1	3.0	1.0	1.0	3.0	1.0	1.0	3.0	0.0	2.0	3.0	7.0	8.0	1.0	4.0	3.0	2.0	1.0	3.0
ENSG00000180767|CHST13	2.0	1.0	1.0	5.0	1.0	1.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	1.0	3.0	2.0	3.0	4.0
ENSG00000180697|C3orf22	0.0	4.0	3.0	2.0	1.0	2.0	3.0	0.0	0.0	3.0	3.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0
ENSG00000197763|TXNRD3	116.999	217.001	200.0	302.0	111.0	85.0	217.0	248.0	229.0	258.999	221.0	275.0	296.0	315.001	409.00100000000003	464.0	602.0	424.0
ENSG00000159685|CHCHD6	216.0	308.999	320.001	343.0	249.0	299.0	208.0	241.999	155.001	315.0	476.0	258.0	300.0	292.0	410.99899999999997	510.99999999999994	583.0	480.0
ENSG00000114554|PLXNA1	891.0	1614.0	1309.0	1537.0	916.0	969.0	1085.0	1009.0	928.0	1196.0	1037.0	1159.0	1432.0	1754.0	1794.0	1592.0	1857.0	1230.0
ENSG00000214324|C3orf56	0.0	1.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0
ENSG00000239620|PRR20G	1.0	3.0	1.0	3.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	0.0	1.0	0.0
ENSG00000163870|TPRA1	124.001	224.002	229.0	286.00100000000003	187.0	205.00000000000003	338.999	327.0	272.999	151.0	152.0	158.0	206.0	260.99999999999994	256.001	435.001	523.999	345.0
ENSG00000073111|MCM2	3563.0009999999997	6033.000000000001	5705.9980000000005	6835.001	3324.0	4017.9999999999995	5322.0	5417.999	4709.000000000001	3975.0	3998.0	4017.9999999999995	4728.999	5347.000000000002	6219.001	8302.0	10196.001	7305.001
ENSG00000114631|PODXL2	757.0	1366.0	1288.0	1451.0	811.0	1097.0	917.0	904.0	813.0	671.0	795.0	643.0	778.0	805.0	961.0	1210.0	1439.0	1000.0
ENSG00000114626|ABTB1	17.0	43.999	32.999	39.0	40.0	47.0	38.001	27.0	37.0	33.00000000000001	22.0	23.0	23.0	38.0	43.0	51.0	58.001	32.0
ENSG00000074416|MGLL	22.0	39.999	36.0	50.0	24.001000000000005	28.999999999999996	27.0	28.999	28.0	26.000000000000004	32.0	35.0	20.0	37.0	37.999	43.998999999999995	49.001000000000005	39.001
ENSG00000187715|KBTBD12	9.932	11.171	3.004	14.843	1.004	8.0	6.0	12.0	7.002000000000002	8.001	6.0	12.048	4.0	5.0	5.0	10.864	23.183	11.917
ENSG00000058262|SEC61A1	1894.999	3564.000000000001	3155.0	3523.9999999999995	1594.0010000000004	1475.0	2667.001	2387.0	2428.0	2038.0	1699.0	2178.0	3175.001	3363.0	3421.999	3403.0	4585.000000000002	3302.000000000001
ENSG00000175792|RUVBL1	2195.0	3731.0009999999997	3429.0	4457.000999999998	2646.0	2976.001	2663.0	3077.001	2853.0	3106.000000000001	3187.9990000000003	2962.0000000000005	3336.0	3528.9999999999995	4270.000999999999	4940.0	5441.0	4881.999999999999
ENSG00000132394|EEFSEC	195.0	310.0	267.0	317.0	141.0	138.99999999999997	287.0	225.0	250.0	192.99999999999994	165.0	214.0	322.0	334.0	319.0	400.00000000000006	540.0	340.0
ENSG00000179407|DNAJB8	4.0	6.0	7.0	12.0	7.0	8.0	10.0	6.0	5.0	8.0	10.0	19.0	4.0	10.0	2.0	0.0	6.0	4.0
ENSG00000179348|GATA2	190.00000000000003	301.0	324.0	405.0	227.0	264.00100000000003	455.0	506.00100000000003	433.99999999999994	182.00000000000003	189.99900000000005	171.0	210.0	255.00000000000003	271.99999999999994	517.0	597.9989999999999	415.00000000000006
ENSG00000163902|RPN1	1791.0	3194.0010000000007	2892.0000000000005	3250.0	1535.9999999999995	1615.0000000000005	2699.0009999999997	2437.0	2750.0	2017.0	1590.0000000000005	2192.9999999999995	3032.0	3108.0	3322.9990000000003	3347.0	4395.001	3076.0009999999997
ENSG00000075785|RAB7A	1621.0000000000002	2884.9990000000003	2571.0009999999997	3293.9990000000003	1625.999	1735.9999999999998	2023.0	2218.999	2129.9999999999995	2239.9990000000003	2117.001	2044.9990000000003	2521.0009999999997	2447.001	3099.0000000000005	3344.0009999999997	4075.001	3089.0
ENSG00000177646|ACAD9	694.0	1310.0	1143.001	1487.0000000000002	656.0	678.999	1158.0010000000002	1049.0	1074.0	796.0	820.0	867.999	1193.999	1150.9999999999998	1245.999	1730.9999999999998	2423.0	1749.0000000000002
ENSG00000114656|KIAA1257	50.0	88.0	63.00100000000001	80.96000000000001	65.0	60.99999999999999	57.0	45.0	42.0	63.992	78.0	69.001	30.0	50.999	60.0	78.00000000000001	97.407	68.0
ENSG00000114654|EFCC1	4.0	7.0	5.0	10.0	4.0	1.0	8.0	5.0	7.0	8.0	17.0	5.0	9.0	2.0	5.0	6.0	6.0	0.0
ENSG00000169704|GP9	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	2.0
ENSG00000172780|RAB43	42.201	82.405	88.159	120.674	170.0	140.394	159.697	67.023	27.0	125.76	146.385	106.48600000000002	138.852	113.862	67.94800000000001	122.25099999999998	93.006	72.21000000000001
ENSG00000261796|ISY1-RAB43	68.222	89.304	100.585	91.789	0.0	68.168	22.648000000000003	131.42700000000002	171.81	49.975	45.69600000000001	28.069000000000006	16.894000000000002	70.101	120.649	77.556	143.445	83.419
ENSG00000240682|ISY1	595.577	1144.292	979.257	1431.537	573.0	508.43899999999996	685.6549999999999	693.55	593.191	707.361	771.9180000000001	661.481	790.2529999999999	804.037	1011.402	1275.1940000000002	1787.5489999999998	1445.372
ENSG00000169714|CNBP	3171.0	6830.0	6267.0	7377.0	3256.001	2806.9990000000003	4719.999	5045.999	5317.001	4270.001	3661.001	4567.001	6374.000000000001	5570.000999999999	6872.0	7436.0	11277.0	8322.999000000002
ENSG00000181789|COPG1	1180.0	1966.0	1709.001	2222.001	994.9989999999999	1077.0	1658.001	1488.0000000000002	1499.0009999999995	1151.0	1096.0	1201.0	1579.9999999999998	1646.0	1935.0	2255.9999999999995	2859.0010000000007	2129.0
ENSG00000183624|HMCES	640.999	1250.0	1151.0	1476.999	693.0000000000001	788.0	892.0	945.999	844.0	835.0	841.0000000000001	811.0	845.001	950.001	1081.0	1327.9989999999998	2188.0	1483.0
ENSG00000184897|H1FX	514.0	837.0	840.0	909.0	885.0	1029.0	913.0	1084.0	887.0	896.0	1055.0	867.0	947.0	1180.0	1262.0	1809.0	1636.0	1058.0
ENSG00000172771|EFCAB12	2.0	12.0	4.0	7.0	0.0	4.0	10.0	3.0	6.0	2.0	1.0	8.0	3.0	5.0	4.0	7.0	9.0	10.0
ENSG00000129071|MBD4	207.0	448.00000000000006	419.999	602.0	243.00000000000009	197.99999999999994	397.99899999999997	465.0	461.00000000000017	290.001	214.0	320.001	433.999	387.0009999999999	433.99999999999994	560.0	833.999	669.9999999999999
ENSG00000163913|IFT122	241.183	469.0	385.99999999999994	547.0	223.0	225.0	420.0	410.999	370.0	358.99999999999994	315.001	331.00100000000003	473.0	513.001	540.0	708.999	883.001	631.0
ENSG00000163914|RHO	2.0	5.0	0.0	5.0	1.0	4.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	4.0	0.0	1.0	3.0
ENSG00000178804|H1FOO	2.0	1.0	4.0	2.0	0.0	4.0	0.0	0.0	1.0	5.0	1.0	0.0	2.0	4.0	2.0	0.0	4.0	0.0
ENSG00000004399|PLXND1	224.0	379.00000000000006	288.00000000000006	377.0	162.0	191.0	262.0	254.0	219.00000000000003	190.00099999999998	193.00000000000003	213.0	250.001	278.0	333.999	316.0	452.001	265.00100000000003
ENSG00000172765|TMCC1	188.999	329.00000000000006	302.0	456.0000000000001	212.0	220.0	360.0	350.00000000000006	408.999	260.0	240.0	278.001	378.999	419.0	451.999	592.9999999999999	809.0	657.999
ENSG00000170893|TRH	4.0	4.0	1.0	2.0	2.0	1.0	3.0	0.0	2.0	3.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSG00000251287|ALG1L2	0.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0	4.0
ENSG00000172752|COL6A5	2.0	0.0	2.0	3.0	2.0	1.0	2.0	0.0	3.0	3.0	5.0	3.0	0.0	4.0	2.0	3.0	7.0	5.0
ENSG00000206384|COL6A6	2.0	4.0	6.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	7.0	7.0	6.0	8.0	8.0	13.0	18.0	12.0
ENSG00000196455|PIK3R4	395.0	830.0000000000002	718.0	1053.0	359.0	286.0	872.0	764.0	861.0	422.0	314.0	499.0	801.0	704.9999999999998	770.9999999999999	874.0	1518.9999999999998	1081.0000000000002
ENSG00000017260|ATP2C1	657.9989999999999	1468.9999999999998	1263.9999999999998	1649.0	618.0010000000001	487.001	1043.001	1032.0	1172.999	867.0000000000001	775.0010000000001	1028.999	1236.9999999999998	1111.001	1264.9999999999998	1223.9989999999998	2029.9989999999998	1494.001
ENSG00000034533|ASTE1	99.0	183.99999999999997	174.0	225.0	95.0	77.0	273.999	200.999	305.0	111.0	78.0	138.0	244.0	240.00000000000006	278.0	389.0010000000001	593.0	427.00100000000003
ENSG00000114670|NEK11	20.0	57.0	41.0	47.0	25.999999999999996	20.0	28.0	39.998999999999995	31.999000000000002	33.0	21.0	43.001000000000005	45.0	42.00000000000001	45.0	41.0	86.0	71.0
ENSG00000198585|NUDT16	583.0	1045.999	936.0	1280.0	618.0	648.9999999999998	620.0	662.0	626.0	755.0000000000001	783.0	631.0000000000001	738.0	813.0000000000002	891.9999999999999	1169.0	1659.0	1354.001
ENSG00000114686|MRPL3	1610.0000000000002	3081.9990000000003	2974.001	3513.001000000001	1423.0	1213.0	2031.0	2305.0	2284.9999999999995	1970.0	1787.0010000000004	2023.0	2646.9990000000003	2374.999	3092.998	3152.9999999999995	4724.000999999999	3732.0
ENSG00000196353|CPNE4	8.0	5.0	6.0	5.0	3.0	4.0	3.0	7.0	5.0	10.0	9.0	22.0	21.0	27.0	10.0	28.0	36.0	21.0
ENSG00000014257|ACPP	7.0	14.0	4.0	5.0	3.0	4.0	5.0	8.0	10.0	7.0	3.0	3.0	5.0	1.0	8.0	3.0	13.0	6.0
ENSG00000138246|DNAJC13	515.0	971.001	992.9999999999999	1320.0	460.0	349.0	810.0000000000001	902.001	939.0	620.0	552.999	652.0000000000002	753.0000000000001	737.0000000000002	854.9999999999999	992.0	1853.0	1350.0
ENSG00000240303|ACAD11	214.286	409.93600000000004	355.274	491.758	169.20699999999997	161.761	374.446	292.305	378.36400000000003	275.887	215.596	244.29999999999998	413.58799999999997	352.974	398.001	460.30699999999996	750.941	572.8330000000001
ENSG00000274810|NPHP3-ACAD11	41.365	66.055	120.62100000000001	138.467	53.179	77.863	90.826	154.395	126.055	59.91	59.976000000000006	85.947	61.491	88.64	80.074	235.8	164.104	118.65599999999999
ENSG00000129048|ACKR4	0.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
ENSG00000081307|UBA5	414.0	782.0000000000001	664.999	948.0010000000001	392.00100000000003	486.0	543.999	635.9989999999999	675.001	595.999	535.001	449.97900000000004	543.0	510.99899999999997	686.999	894.001	1274.0	1042.0
ENSG00000113971|NPHP3	135.349	266.008	199.10399999999998	309.774	141.613	102.37700000000001	261.72700000000003	245.3	280.58	188.20299999999997	142.428	126.77499999999999	278.92199999999997	200.38599999999997	246.92399999999998	353.89300000000003	562.9540000000001	486.51
ENSG00000144868|TMEM108	45.0	93.0	63.0	72.0	47.001000000000005	66.0	65.001	52.00000000000001	37.998999999999995	32.0	28.000999999999998	22.999000000000002	22.001	30.0	29.0	38.0	58.0	55.000000000000014
ENSG00000170819|BFSP2	0.0	1.0	1.0	3.0	1.0	3.0	2.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000091527|CDV3	1726.001	4038.0	3448.9990000000007	4478.999	1446.0	1116.9999999999998	2705.0	2585.9999999999995	2936.9990000000003	2239.9999999999995	1840.001	2454.9999999999995	2903.0009999999997	2453.9990000000003	3206.0009999999997	3705.9999999999995	6895.999	4638.0
ENSG00000163781|TOPBP1	1296.0	2713.0	2426.0009999999997	3289.7920000000004	1189.0	914.562	2469.999	2390.8219999999997	2652.008	1718.44	1227.001	1776.0	2607.000000000001	2277.793	2735.794	3009.2819999999997	5169.999999999999	3595.193
ENSG00000091513|TF	129.262	259.465	218.268	341.11300000000006	292.868	401.139	175.521	203.574	209.441	346.796	576.9730000000002	255.383	139.838	167.94099999999997	173.145	237.542	262.529	191.68
ENSG00000144867|SRPRB	925.999	1742.0	1490.0	1906.0	676.0	805.0	1217.0	1200.9999999999995	1223.0000000000002	944.0	779.0	1048.0000000000002	1287.001	1449.001	1579.0000000000002	1752.0	2491.0	1945.0
ENSG00000154917|RAB6B	107.0	218.00000000000006	189.999	213.00000000000003	129.0	140.0	166.0	129.0	149.00000000000003	211.0	187.0	173.0	235.99999999999997	258.0	207.0	298.999	307.0	215.0
ENSG00000174640|SLCO2A1	12.0	23.0	8.0	21.0	9.0	9.0	20.994999999999997	14.999000000000002	15.0	11.0	20.001	10.008	10.0	19.005000000000003	23.195	13.013	34.123000000000005	18.0
ENSG00000163785|RYK	531.0	1151.0	1028.0	1315.0	343.0	279.999	701.0	677.0	774.9999999999998	676.0	419.00100000000003	703.0	873.999	678.0	957.0	864.0000000000001	1774.0000000000002	1236.0
ENSG00000114019|AMOTL2	285.0	449.0	468.9990000000001	728.0	379.0	440.00100000000003	800.9989999999999	899.0	760.0000000000001	280.0	273.0	252.0	356.99999999999994	363.0	477.0	854.9999999999999	996.0	672.999
ENSG00000129055|ANAPC13	227.00000000000003	438.00000000000006	370.999	479.0	268.0	237.001	309.99999999999994	331.00100000000003	353.00100000000003	327.0	294.0	353.00100000000003	469.9990000000001	393.0	478.0000000000001	517.999	774.0000000000001	585.9999999999999
ENSG00000182923|CEP63	212.00000000000006	463.999	411.998	628.9999999999999	271.0	231.999	387.0009999999999	382.00000000000006	317.001	371.0	390.0	334.99899999999997	437.0	377.00100000000003	491.001	668.0010000000001	1103.0	907.999
ENSG00000154928|EPHB1	66.0	128.0	118.0	127.0	70.0	86.0	135.0	119.0	118.0	125.0	120.0	120.0	134.0	153.0	168.0	232.0	254.0	166.0
ENSG00000174611|KY	3.0	6.0	4.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	4.0	0.0	0.0	1.0	5.0	2.0	0.0	2.0
ENSG00000073711|PPP2R3A	139.99999999999997	246.00000000000003	192.00000000000003	325.0	84.0	76.0	227.0	206.0	243.00100000000003	183.0	144.0	180.0	204.0	190.0	208.0	316.00000000000006	524.0	407.99999999999994
ENSG00000174579|MSL2	509.0	963.9999999999999	831.0	1399.0010000000002	430.0	366.9990000000001	1398.0	1171.001	1428.0010000000002	565.001	442.0	594.9989999999999	1062.0	953.0	1070.0	1556.0	2681.9990000000003	1909.999
ENSG00000114054|PCCB	1003.9989999999999	1816.0	1695.0010000000002	2041.9760000000003	904.999	1260.0	1208.9989999999998	1205.9989999999998	1122.0009999999997	1194.9990000000003	1276.0009999999997	1117.999	1322.9999999999998	1443.9980000000003	1631.0000000000002	1901.0	2737.0	1999.0010000000002
ENSG00000118007|STAG1	434.0	888.0	889.0	1098.021	448.0000000000001	384.00000000000006	796.0	840.0010000000001	940.9989999999999	707.0	572.999	719.0	856.0	723.0020000000001	943.0	1134.9989999999998	1912.0	1366.001
ENSG00000168917|SLC35G2	56.0	165.0	120.0	175.0	49.0	22.0	166.0	152.0	167.0	86.0	69.0	101.0	216.0	171.0	192.0	232.0	339.0	238.0
ENSG00000158092|NCK1	176.001	356.999	330.00100000000003	508.0	262.0	213.0	406.999	446.00000000000006	431.00000000000006	300.99899999999997	269.0	295.999	409.99799999999993	399.0	457.0	587.001	915.001	679.0
ENSG00000174564|IL20RB	19.0	24.0	32.0	48.999	23.0	19.0	24.999999999999996	33.0	28.0	24.0	25.0	22.0	26.0	27.0	31.0	42.0	54.001000000000005	48.0
ENSG00000168875|SOX14	0.0	2.0	1.0	5.0	1.0	5.0	1.0	1.0	3.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	3.0	1.0
ENSG00000066405|CLDN18	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158163|DZIP1L	104.0	173.0	146.0	254.0	155.999	145.0	232.99899999999997	227.0	175.0	135.0	129.0	121.0	186.999	225.0	234.00000000000003	419.0	557.0	351.0
ENSG00000118017|A4GNT	0.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENSG00000138231|DBR1	276.0	612.0	505.0	720.9999999999998	310.0	267.0	564.0	533.0	646.0	381.0	350.0000000000001	372.0	519.0	486.0	548.0000000000002	762.0	1300.0	841.9999999999998
ENSG00000114098|ARMC8	285.001	575.0	571.0	822.0000000000001	291.00100000000003	254.0	553.999	602.001	634.0020000000001	327.00100000000003	305.00199999999995	426.0	637.999	522.001	603.0	744.0	1121.0	936.0000000000002
ENSG00000181322|NME9	0.0	5.0	4.0	4.0	1.0	3.0	0.0	5.0	5.0	1.0	2.0	1.0	6.0	1.0	0.0	4.0	3.0	0.0
ENSG00000158186|MRAS	51.0	72.0	81.0	94.0	65.0	66.0	68.00000000000001	94.999	76.001	30.0	45.0	31.000999999999998	55.0	42.0	50.999	57.0	83.0	74.0
ENSG00000158220|ESYT3	2.0	1.0	1.0	5.0	0.0	1.0	3.0	0.0	1.0	2.0	3.0	3.0	1.0	3.0	2.0	2.0	3.0	0.0
ENSG00000114107|CEP70	170.999	360.0	326.99899999999997	429.99899999999997	230.0	143.99900000000002	224.00100000000003	270.0	241.999	188.00099999999998	197.0	238.99999999999997	228.00000000000003	184.00000000000003	266.0	255.99900000000002	484.99999999999994	381.0
ENSG00000158234|FAIM	410.00100000000003	729.0	698.0000000000001	935.9999999999999	312.0	204.0	479.0010000000001	434.0	562.0	431.0	369.999	449.0	476.0009999999999	395.0	547.999	581.0	1140.0009999999995	927.0
ENSG00000051382|PIK3CB	303.0	650.0010000000001	587.001	751.0	318.99899999999997	202.00099999999998	507.999	512.001	581.0	327.001	322.0	354.00100000000003	400.0	345.00100000000003	517.0	589.0	1117.0	713.0
ENSG00000183770|FOXL2	1.0	4.0	2.0	10.0	2.0	3.0	3.0	5.0	0.0	0.0	4.0	5.0	3.0	1.0	2.0	0.0	6.0	2.0
ENSG00000206262|FOXL2NB	6.0	13.0	14.0	14.0	10.0	5.0	4.0	8.0	8.0	5.0	7.0	7.0	4.0	1.0	7.0	3.0	17.0	8.0
ENSG00000206260|PRR23A	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000175110|MRPS22	394.00100000000003	682.0000000000001	667.999	830.001	298.99899999999997	262.0	468.99999999999994	517.0	548.0	433.0	347.0	475.001	542.001	532.0	667.0	647.0010000000001	1047.999	874.9999999999999
ENSG00000184814|PRR23B	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0
ENSG00000233701|PRR23C	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000184432|COPB2	2036.999	4043.0	3721.979	4460.0	2107.0009999999997	1962.9989999999998	2813.999	2903.0	2963.9129999999996	2787.0	2437.0879999999997	2858.998	3595.0	3363.0009999999997	4024.0	4422.001	6291.998999999998	4749.026000000002
ENSG00000114113|RBP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
